Date,Open,High,Low,Close,Volume
2008-02-12,0.25,0.25,0.25,0.25,0.0
2008-02-13,0.25,0.25,0.25,0.25,0.0
2008-02-14,0.25,0.25,0.25,0.25,0.0
2008-02-15,0.25,0.25,0.25,0.25,0.0
2008-02-18,0.25,0.25,0.25,0.25,0.0
2008-02-19,0.25,0.25,0.25,0.25,0.0
2008-02-20,0.25,0.25,0.25,0.25,0.0
2008-02-21,0.25,0.25,0.25,0.25,0.0
2008-02-22,0.25,0.25,0.25,0.25,0.0
2008-02-25,0.2,0.2,0.2,0.2,5000.0
2008-02-26,0.2,0.2,0.2,0.2,0.0
2008-02-27,0.2,0.2,0.2,0.2,0.0
2008-02-28,0.2,0.2,0.2,0.2,0.0
2008-02-29,0.2,0.2,0.2,0.2,0.0
2008-03-03,0.2,0.2,0.2,0.2,0.0
2008-03-04,0.2,0.2,0.2,0.2,0.0
2008-03-05,0.2,0.2,0.2,0.2,0.0
2008-03-06,0.2,0.2,0.2,0.2,0.0
2008-03-07,0.2,0.2,0.2,0.2,0.0
2008-03-10,0.2,0.2,0.2,0.2,0.0
2008-03-11,0.2,0.2,0.2,0.2,0.0
2008-03-12,0.2,0.2,0.2,0.2,0.0
2008-03-13,0.2,0.2,0.2,0.2,0.0
2008-03-14,0.2,0.2,0.2,0.2,0.0
2008-03-17,0.2,0.2,0.2,0.2,0.0
2008-03-18,0.2,0.2,0.2,0.2,0.0
2008-03-19,0.2,0.2,0.2,0.2,0.0
2008-03-20,0.2,0.2,0.2,0.2,0.0
2008-03-21,0.2,0.2,0.2,0.2,0.0
2008-03-24,0.2,0.2,0.2,0.2,0.0
2008-03-25,0.2,0.2,0.2,0.2,0.0
2008-03-26,0.17,0.17,0.17,0.17,230.0
2008-03-27,0.17,0.17,0.17,0.17,0.0
2008-03-28,0.17,0.17,0.17,0.17,0.0
2008-03-31,0.17,0.17,0.17,0.17,0.0
2008-04-01,0.17,0.17,0.17,0.17,0.0
2008-04-02,0.17,0.17,0.17,0.17,0.0
2008-04-03,0.17,0.17,0.17,0.17,0.0
2008-04-04,0.17,0.17,0.17,0.17,0.0
2008-04-07,0.17,0.17,0.17,0.17,0.0
2008-04-08,0.17,0.17,0.17,0.17,0.0
2008-04-09,0.17,0.17,0.17,0.17,0.0
2008-04-10,1.01,1.01,1.01,1.01,100.0
2008-04-11,1.01,1.01,1.01,1.01,0.0
2008-04-14,1.01,1.01,1.01,1.01,0.0
2008-04-15,1.01,1.01,1.01,1.01,0.0
2008-04-16,1.01,1.01,1.01,1.01,0.0
2008-04-17,1.01,1.01,1.01,1.01,524.0
2008-04-18,1.01,1.01,1.01,1.01,0.0
2008-04-21,1.01,1.01,1.01,1.01,0.0
2008-04-22,1.01,1.01,1.01,1.01,0.0
2008-04-23,0.2,1.01,0.2,1.01,34400.0
2008-04-24,0.2,1.01,0.2,1.01,0.0
2008-04-25,0.2,1.01,0.2,1.01,0.0
2008-04-28,0.2,1.01,0.2,1.01,0.0
2008-04-29,0.2,1.01,0.2,1.01,0.0
2008-04-30,0.2,1.01,0.2,1.01,0.0
2008-05-01,0.75,0.75,0.75,0.75,500.0
2008-05-02,0.75,0.75,0.75,0.75,1400.0
2008-05-05,0.75,0.75,0.75,0.75,0.0
2008-05-06,0.75,0.75,0.75,0.75,0.0
2008-05-07,0.75,0.75,0.75,0.75,0.0
2008-05-08,0.75,0.75,0.75,0.75,0.0
2008-05-09,0.75,0.75,0.75,0.75,0.0
2008-05-12,0.75,0.75,0.75,0.75,0.0
2008-05-13,0.75,0.75,0.75,0.75,100.0
2008-05-14,0.75,0.75,0.75,0.75,0.0
2008-05-15,0.75,0.75,0.75,0.75,0.0
2008-05-16,0.75,0.75,0.75,0.75,0.0
2008-05-19,0.75,0.75,0.75,0.75,0.0
2008-05-20,0.75,0.75,0.75,0.75,0.0
2008-05-21,0.75,0.75,0.75,0.75,0.0
2008-05-22,0.75,0.75,0.75,0.75,0.0
2008-05-23,0.75,0.75,0.75,0.75,0.0
2008-05-26,0.75,0.75,0.75,0.75,0.0
2008-05-27,0.75,0.75,0.75,0.75,0.0
2008-05-28,0.75,0.75,0.75,0.75,0.0
2008-05-29,0.75,0.75,0.75,0.75,0.0
2008-05-30,0.75,0.75,0.75,0.75,0.0
2008-06-02,0.75,0.75,0.75,0.75,0.0
2008-06-03,0.75,0.75,0.75,0.75,0.0
2008-06-04,0.75,0.75,0.75,0.75,0.0
2008-06-05,0.75,0.75,0.75,0.75,0.0
2008-06-06,0.75,0.75,0.75,0.75,0.0
2008-06-09,0.75,0.75,0.75,0.75,0.0
2008-06-10,0.75,0.75,0.75,0.75,0.0
2008-06-11,0.75,0.75,0.75,0.75,0.0
2008-06-12,0.75,0.75,0.75,0.75,0.0
2008-06-13,0.75,0.75,0.75,0.75,0.0
2008-06-16,0.75,0.75,0.75,0.75,0.0
2008-06-17,0.75,0.75,0.75,0.75,0.0
2008-06-18,0.75,0.75,0.75,0.75,0.0
2008-06-19,0.75,0.75,0.75,0.75,0.0
2008-06-20,0.75,0.75,0.75,0.75,0.0
2008-06-23,0.75,0.75,0.75,0.75,0.0
2008-06-24,0.75,0.75,0.75,0.75,0.0
2008-06-25,0.75,0.75,0.75,0.75,0.0
2008-06-26,0.75,0.75,0.75,0.75,0.0
2008-06-27,0.75,0.75,0.75,0.75,0.0
2008-06-30,0.75,0.75,0.75,0.75,0.0
2008-07-01,0.75,0.75,0.75,0.75,0.0
2008-07-02,0.75,0.75,0.75,0.75,0.0
2008-07-03,0.75,0.75,0.75,0.75,0.0
2008-07-04,0.75,0.75,0.75,0.75,0.0
2008-07-07,0.75,0.75,0.75,0.75,0.0
2008-07-08,0.75,0.75,0.75,0.75,0.0
2008-07-09,0.75,0.75,0.75,0.75,0.0
2008-07-10,0.75,0.75,0.75,0.75,0.0
2008-07-11,0.75,0.75,0.75,0.75,0.0
2008-07-14,0.75,0.75,0.75,0.75,0.0
2008-07-15,0.75,0.75,0.75,0.75,0.0
2008-07-16,0.75,0.75,0.75,0.75,0.0
2008-07-17,0.75,0.75,0.75,0.75,0.0
2008-07-18,0.75,0.75,0.75,0.75,0.0
2008-07-21,0.75,0.75,0.75,0.75,0.0
2008-07-22,0.75,0.75,0.75,0.75,0.0
2008-07-23,0.75,0.75,0.75,0.75,0.0
2008-07-24,0.75,0.75,0.75,0.75,0.0
2008-07-25,0.75,0.75,0.75,0.75,0.0
2008-07-28,0.75,0.75,0.75,0.75,0.0
2008-07-29,0.75,0.75,0.75,0.75,0.0
2008-07-30,0.75,0.75,0.75,0.75,0.0
2008-07-31,0.75,0.75,0.75,0.75,0.0
2008-08-01,0.75,0.75,0.75,0.75,0.0
2008-08-04,0.75,0.75,0.75,0.75,0.0
2008-08-05,0.75,0.75,0.75,0.75,0.0
2008-08-06,0.75,0.75,0.75,0.75,0.0
2008-08-07,0.75,0.75,0.75,0.75,0.0
2008-08-08,0.75,0.75,0.75,0.75,0.0
2008-08-11,0.75,0.75,0.75,0.75,0.0
2008-08-12,0.75,0.75,0.75,0.75,0.0
2008-08-13,0.75,0.75,0.75,0.75,0.0
2008-08-14,0.75,0.75,0.75,0.75,0.0
2008-08-15,0.75,0.75,0.75,0.75,0.0
2008-08-18,0.75,0.75,0.75,0.75,0.0
2008-08-19,0.75,0.75,0.75,0.75,0.0
2008-08-20,0.75,0.75,0.75,0.75,0.0
2008-08-21,0.25,0.25,0.25,0.25,100.0
2008-08-22,0.25,0.25,0.25,0.25,0.0
2008-08-25,0.25,0.25,0.25,0.25,0.0
2008-08-26,0.25,0.25,0.25,0.25,0.0
2008-08-27,0.25,0.25,0.25,0.25,0.0
2008-08-28,0.25,0.25,0.25,0.25,0.0
2008-08-29,0.25,0.25,0.25,0.25,0.0
2008-09-01,0.25,0.25,0.25,0.25,0.0
2008-09-02,0.25,0.25,0.25,0.25,0.0
2008-09-03,0.25,0.25,0.25,0.25,0.0
2008-09-04,0.25,0.25,0.25,0.25,0.0
2008-09-05,0.25,0.25,0.25,0.25,0.0
2008-09-08,0.25,0.25,0.25,0.25,0.0
2008-09-09,0.25,0.25,0.25,0.25,0.0
2008-09-10,0.25,0.25,0.25,0.25,0.0
2008-09-11,0.25,0.25,0.25,0.25,0.0
2008-09-12,0.25,0.25,0.25,0.25,0.0
2008-09-15,0.2,0.2,0.2,0.2,1000.0
2008-09-16,0.2,0.2,0.2,0.2,0.0
2008-09-17,0.2,0.2,0.2,0.2,0.0
2008-09-18,0.2,0.2,0.2,0.2,0.0
2008-09-19,0.2,0.2,0.2,0.2,0.0
2008-09-22,0.2,0.2,0.2,0.2,0.0
2008-09-23,0.2,0.2,0.2,0.2,0.0
2008-09-24,0.2,0.2,0.2,0.2,0.0
2008-09-25,0.2,0.2,0.2,0.2,0.0
2008-09-26,0.2,0.2,0.2,0.2,0.0
2008-09-29,0.2,0.2,0.2,0.2,0.0
2008-09-30,0.2,0.2,0.2,0.2,0.0
2008-10-01,0.2,0.2,0.2,0.2,0.0
2008-10-02,0.2,0.2,0.2,0.2,0.0
2008-10-03,0.2,0.2,0.2,0.2,0.0
2008-10-06,0.2,0.2,0.2,0.2,0.0
2008-10-07,0.2,0.2,0.2,0.2,0.0
2008-10-08,0.2,0.2,0.2,0.2,0.0
2008-10-09,0.2,0.2,0.2,0.2,0.0
2008-10-10,0.2,0.2,0.2,0.2,0.0
2008-10-13,0.2,0.2,0.2,0.2,0.0
2008-10-14,0.2,0.2,0.2,0.2,0.0
2008-10-15,0.2,0.2,0.2,0.2,0.0
2008-10-16,0.2,0.2,0.2,0.2,1000.0
2008-10-17,0.2,0.2,0.2,0.2,0.0
2008-10-20,0.2,0.2,0.2,0.2,0.0
2008-10-21,0.2,0.2,0.2,0.2,0.0
2008-10-22,0.2,0.2,0.2,0.2,0.0
2008-10-23,0.2,0.2,0.2,0.2,0.0
2008-10-24,0.2,0.2,0.2,0.2,0.0
2008-10-27,0.2,0.2,0.2,0.2,0.0
2008-10-28,0.2,0.2,0.2,0.2,0.0
2008-10-29,0.2,0.2,0.2,0.2,0.0
2008-10-30,0.2,0.2,0.2,0.2,0.0
2008-10-31,0.2,0.2,0.2,0.2,0.0
2008-11-03,0.2,0.2,0.2,0.2,0.0
2008-11-04,0.2,0.2,0.2,0.2,0.0
2008-11-05,0.2,0.2,0.2,0.2,0.0
2008-11-06,0.2,0.2,0.2,0.2,0.0
2008-11-07,0.2,0.2,0.2,0.2,0.0
2008-11-10,0.2,0.2,0.2,0.2,0.0
2008-11-11,0.2,0.2,0.2,0.2,0.0
2008-11-12,0.2,0.2,0.2,0.2,0.0
2008-11-13,0.2,0.2,0.2,0.2,0.0
2008-11-14,0.2,0.2,0.2,0.2,0.0
2008-11-17,0.2,0.2,0.2,0.2,0.0
2008-11-18,0.2,0.2,0.2,0.2,0.0
2008-11-19,0.2,0.2,0.2,0.2,0.0
2008-11-20,0.2,0.2,0.2,0.2,0.0
2008-11-21,0.2,0.2,0.2,0.2,0.0
2008-11-24,0.2,0.2,0.2,0.2,0.0
2008-11-25,0.2,0.2,0.2,0.2,0.0
2008-11-26,0.2,0.2,0.2,0.2,0.0
2008-11-27,0.2,0.2,0.2,0.2,0.0
2008-11-28,0.2,0.2,0.2,0.2,500.0
2008-12-01,0.2,0.2,0.2,0.2,0.0
2008-12-02,0.2,0.2,0.2,0.2,0.0
2008-12-03,0.2,0.2,0.2,0.2,0.0
2008-12-04,0.2,0.2,0.2,0.2,0.0
2008-12-05,0.2,0.2,0.2,0.2,0.0
2008-12-08,0.2,0.2,0.2,0.2,0.0
2008-12-09,0.2,0.2,0.2,0.2,0.0
2008-12-10,0.2,0.2,0.2,0.2,0.0
2008-12-11,0.2,0.2,0.15,0.15,7000.0
2008-12-12,0.15,0.15,0.15,0.15,2424.0
2008-12-15,0.15,0.15,0.15,0.15,0.0
2008-12-16,0.15,0.15,0.15,0.15,0.0
2008-12-17,0.15,0.15,0.15,0.15,0.0
2008-12-18,0.15,0.15,0.15,0.15,0.0
2008-12-19,0.15,0.15,0.15,0.15,2000.0
2008-12-22,0.15,0.15,0.15,0.15,0.0
2008-12-23,0.15,0.15,0.15,0.15,0.0
2008-12-24,0.15,0.15,0.15,0.15,0.0
2008-12-25,0.15,0.15,0.15,0.15,0.0
2008-12-26,0.15,0.15,0.15,0.15,0.0
2008-12-29,0.15,0.15,0.15,0.15,0.0
2008-12-30,0.15,0.15,0.15,0.15,0.0
2008-12-31,0.15,0.15,0.15,0.15,0.0
2009-01-01,0.15,0.15,0.15,0.15,0.0
2009-01-02,0.15,0.15,0.15,0.15,0.0
2009-01-05,0.15,0.15,0.15,0.15,0.0
2009-01-06,0.15,0.15,0.15,0.15,0.0
2009-01-07,0.15,0.15,0.15,0.15,0.0
2009-01-08,0.15,0.15,0.15,0.15,0.0
2009-01-09,0.15,0.15,0.15,0.15,0.0
2009-01-12,0.15,0.15,0.15,0.15,0.0
2009-01-13,0.15,0.15,0.15,0.15,0.0
2009-01-14,0.15,0.15,0.15,0.15,0.0
2009-01-15,0.15,0.15,0.15,0.15,0.0
2009-01-16,0.15,0.15,0.15,0.15,0.0
2009-01-19,0.15,0.15,0.15,0.15,0.0
2009-01-20,0.15,0.15,0.15,0.15,0.0
2009-01-21,0.15,0.15,0.15,0.15,0.0
2009-01-22,0.15,0.15,0.15,0.15,0.0
2009-01-23,0.15,0.15,0.15,0.15,0.0
2009-01-26,0.15,0.15,0.15,0.15,0.0
2009-01-27,0.15,0.15,0.15,0.15,0.0
2009-01-28,0.15,0.15,0.15,0.15,0.0
2009-01-29,0.15,0.15,0.15,0.15,0.0
2009-01-30,0.15,0.15,0.15,0.15,0.0
2009-02-02,0.12,0.12,0.12,0.12,710.0
2009-02-03,0.12,0.12,0.12,0.12,0.0
2009-02-04,0.12,0.12,0.12,0.12,0.0
2009-02-05,0.12,0.12,0.12,0.12,0.0
2009-02-06,0.12,0.12,0.12,0.12,2450.0
2009-02-09,0.12,0.12,0.12,0.12,3000.0
2009-02-10,0.12,0.12,0.12,0.12,0.0
2009-02-11,0.12,0.12,0.12,0.12,0.0
2009-02-12,0.12,0.12,0.12,0.12,0.0
2009-02-13,0.12,0.12,0.12,0.12,0.0
2009-02-16,0.12,0.12,0.12,0.12,0.0
2009-02-17,0.12,0.12,0.12,0.12,0.0
2009-02-18,0.12,0.12,0.12,0.12,0.0
2009-02-19,0.12,0.12,0.12,0.12,0.0
2009-02-20,0.12,0.12,0.12,0.12,0.0
2009-02-23,0.12,0.12,0.12,0.12,0.0
2009-02-24,0.12,0.12,0.12,0.12,1120.0
2009-02-25,0.12,0.12,0.12,0.12,0.0
2009-02-26,0.12,0.12,0.12,0.12,0.0
2009-02-27,0.12,0.12,0.12,0.12,0.0
2009-03-02,0.12,0.12,0.12,0.12,0.0
2009-03-03,0.12,0.12,0.12,0.12,0.0
2009-03-04,0.12,0.12,0.12,0.12,0.0
2009-03-05,0.12,0.12,0.12,0.12,0.0
2009-03-06,0.12,0.12,0.12,0.12,0.0
2009-03-09,0.12,0.12,0.12,0.12,0.0
2009-03-10,0.12,0.12,0.12,0.12,0.0
2009-03-11,0.12,0.12,0.12,0.12,0.0
2009-03-12,0.12,0.12,0.12,0.12,0.0
2009-03-13,0.12,0.12,0.12,0.12,0.0
2009-03-16,0.12,0.12,0.12,0.12,0.0
2009-03-17,0.12,0.12,0.12,0.12,0.0
2009-03-18,0.12,0.12,0.12,0.12,5000.0
2009-03-19,0.12,0.12,0.12,0.12,0.0
2009-03-20,0.12,0.12,0.12,0.12,0.0
2009-03-23,0.12,0.12,0.12,0.12,0.0
2009-03-24,0.12,0.12,0.12,0.12,0.0
2009-03-25,0.12,0.12,0.12,0.12,0.0
2009-03-26,0.12,0.12,0.12,0.12,0.0
2009-03-27,0.12,0.12,0.12,0.12,0.0
2009-03-30,0.12,0.12,0.12,0.12,0.0
2009-03-31,0.12,0.12,0.12,0.12,0.0
2009-04-01,0.12,0.12,0.12,0.12,0.0
2009-04-02,0.12,0.12,0.12,0.12,0.0
2009-04-03,0.1,0.1,0.1,0.1,1050.0
2009-04-06,0.1,0.1,0.1,0.1,0.0
2009-04-07,0.1,0.1,0.1,0.1,0.0
2009-04-08,0.1,0.1,0.1,0.1,0.0
2009-04-09,0.1,0.1,0.1,0.1,0.0
2009-04-10,0.1,0.1,0.1,0.1,0.0
2009-04-13,0.1,0.1,0.1,0.1,0.0
2009-04-14,0.1,0.1,0.1,0.1,0.0
2009-04-15,0.1,0.1,0.1,0.1,0.0
2009-04-16,0.1,0.1,0.1,0.1,0.0
2009-04-17,0.1,0.1,0.1,0.1,0.0
2009-04-20,0.1,0.1,0.1,0.1,0.0
2009-04-21,0.1,0.1,0.1,0.1,0.0
2009-04-22,0.1,0.1,0.1,0.1,0.0
2009-04-23,0.1,0.1,0.1,0.1,0.0
2009-04-24,0.1,0.1,0.1,0.1,0.0
2009-04-27,0.1,0.1,0.1,0.1,0.0
2009-04-28,0.1,0.1,0.1,0.1,0.0
2009-04-29,0.1,0.1,0.1,0.1,0.0
2009-04-30,0.1,0.1,0.1,0.1,0.0
2009-05-01,0.1,0.1,0.1,0.1,0.0
2009-05-04,0.1,0.1,0.1,0.1,0.0
2009-05-05,0.1,0.1,0.1,0.1,0.0
2009-05-06,0.1,0.1,0.1,0.1,0.0
2009-05-07,0.1,0.1,0.1,0.1,0.0
2009-05-08,0.1,0.1,0.1,0.1,0.0
2009-05-11,0.1,0.1,0.1,0.1,0.0
2009-05-12,0.1,0.1,0.1,0.1,0.0
2009-05-13,0.1,0.1,0.1,0.1,0.0
2009-05-14,0.1,0.1,0.1,0.1,0.0
2009-05-15,0.1,0.1,0.1,0.1,0.0
2009-05-18,0.1,0.1,0.1,0.1,0.0
2009-05-19,0.1,0.1,0.1,0.1,0.0
2009-05-20,0.1,0.1,0.1,0.1,0.0
2009-05-21,0.1,0.1,0.1,0.1,0.0
2009-05-22,0.1,0.1,0.1,0.1,0.0
2009-05-25,0.1,0.1,0.1,0.1,0.0
2009-05-26,0.1,0.1,0.1,0.1,0.0
2009-05-27,0.1,0.1,0.1,0.1,0.0
2009-05-28,0.1,0.1,0.1,0.1,0.0
2009-05-29,0.1,0.1,0.1,0.1,0.0
2009-06-01,0.1,0.1,0.1,0.1,0.0
2009-06-02,0.1,0.1,0.1,0.1,0.0
2009-06-03,0.1,0.1,0.1,0.1,0.0
2009-06-04,0.1,0.1,0.1,0.1,0.0
2009-06-05,0.1,0.1,0.1,0.1,0.0
2009-06-08,0.1,0.1,0.1,0.1,0.0
2009-06-09,0.1,0.1,0.1,0.1,0.0
2009-06-10,0.1,0.1,0.1,0.1,0.0
2009-06-11,0.1,0.1,0.1,0.1,0.0
2009-06-12,0.1,0.1,0.1,0.1,0.0
2009-06-15,0.1,0.1,0.1,0.1,0.0
2009-06-16,0.1,0.1,0.1,0.1,0.0
2009-06-17,0.1,0.1,0.1,0.1,0.0
2009-06-18,0.1,0.1,0.1,0.1,0.0
2009-06-19,0.1,0.1,0.1,0.1,0.0
2009-06-22,0.1,0.1,0.1,0.1,0.0
2009-06-23,0.1,0.1,0.1,0.1,0.0
2009-06-24,0.1,0.1,0.1,0.1,0.0
2009-06-25,0.1,0.1,0.1,0.1,0.0
2009-06-26,0.1,0.1,0.1,0.1,0.0
2009-06-29,0.1,0.1,0.1,0.1,0.0
2009-06-30,0.1,0.1,0.1,0.1,0.0
2009-07-01,0.1,0.1,0.1,0.1,0.0
2009-07-02,0.1,0.1,0.1,0.1,0.0
2009-07-03,0.1,0.1,0.1,0.1,0.0
2009-07-06,0.1,0.1,0.1,0.1,0.0
2009-07-07,0.1,0.1,0.1,0.1,0.0
2009-07-08,0.1,0.1,0.1,0.1,0.0
2009-07-09,0.1,0.1,0.1,0.1,0.0
2009-07-10,0.1,0.1,0.1,0.1,0.0
2009-07-13,0.1,0.1,0.1,0.1,0.0
2009-07-14,0.1,0.1,0.1,0.1,0.0
2009-07-15,0.1,0.1,0.1,0.1,0.0
2009-07-16,0.1,0.1,0.1,0.1,0.0
2009-07-17,0.1,0.1,0.1,0.1,0.0
2009-07-20,0.1,0.1,0.1,0.1,10250.0
2009-07-21,0.1,0.1,0.1,0.1,10000.0
2009-07-22,0.1,0.1,0.1,0.1,0.0
2009-07-23,0.1,0.1,0.1,0.1,0.0
2009-07-24,0.1,0.1,0.1,0.1,0.0
2009-07-27,0.1,0.1,0.1,0.1,0.0
2009-07-28,0.08,0.08,0.08,0.08,1150.0
2009-07-29,0.08,0.08,0.08,0.08,0.0
2009-07-30,0.08,0.08,0.08,0.08,0.0
2009-07-31,0.08,0.08,0.08,0.08,0.0
2009-08-03,0.08,0.08,0.08,0.08,0.0
2009-08-04,0.08,0.08,0.08,0.08,0.0
2009-08-05,0.08,0.08,0.08,0.08,0.0
2009-08-06,0.08,0.08,0.08,0.08,0.0
2009-08-07,0.08,0.08,0.08,0.08,0.0
2009-08-10,0.08,0.08,0.08,0.08,0.0
2009-08-11,0.08,0.08,0.08,0.08,0.0
2009-08-12,0.08,0.08,0.08,0.08,0.0
2009-08-13,0.08,0.08,0.08,0.08,0.0
2009-08-14,0.08,0.08,0.08,0.08,0.0
2009-08-17,0.08,0.08,0.08,0.08,0.0
2009-08-18,0.08,0.08,0.08,0.08,0.0
2009-08-19,0.08,0.08,0.08,0.08,0.0
2009-08-20,0.08,0.08,0.08,0.08,0.0
2009-08-21,0.08,0.08,0.08,0.08,0.0
2009-08-24,0.08,0.08,0.08,0.08,0.0
2009-08-25,0.08,0.08,0.08,0.08,0.0
2009-08-26,0.07,0.07,0.07,0.07,1200.0
2009-08-27,0.07,0.07,0.07,0.07,0.0
2009-08-28,0.07,0.07,0.07,0.07,0.0
2009-08-31,0.07,0.07,0.07,0.07,0.0
2009-09-01,0.07,0.07,0.07,0.07,0.0
2009-09-02,0.07,0.07,0.07,0.07,0.0
2009-09-03,0.07,0.07,0.07,0.07,0.0
2009-09-04,0.07,0.07,0.07,0.07,0.0
2009-09-07,0.07,0.07,0.07,0.07,0.0
2009-09-08,0.07,0.07,0.07,0.07,0.0
2009-09-09,0.07,0.07,0.07,0.07,0.0
2009-09-10,0.07,0.07,0.07,0.07,0.0
2009-09-11,0.07,0.07,0.07,0.07,0.0
2009-09-14,0.11,0.11,0.11,0.11,100.0
2009-09-15,0.11,0.11,0.11,0.11,0.0
2009-09-16,0.11,0.11,0.11,0.11,0.0
2009-09-17,0.11,0.11,0.11,0.11,0.0
2009-09-18,0.07,0.07,0.07,0.07,1200.0
2009-09-21,0.07,0.07,0.07,0.07,0.0
2009-09-22,0.07,0.07,0.07,0.07,0.0
2009-09-23,0.07,0.07,0.07,0.07,0.0
2009-09-24,0.07,0.07,0.07,0.07,0.0
2009-09-25,0.07,0.07,0.07,0.07,0.0
2009-09-28,0.07,0.07,0.07,0.07,0.0
2009-09-29,0.07,0.07,0.07,0.07,0.0
2009-09-30,0.07,0.07,0.07,0.07,0.0
2009-10-01,0.07,0.07,0.07,0.07,0.0
2009-10-02,0.07,0.07,0.07,0.07,0.0
2009-10-05,0.07,0.07,0.07,0.07,0.0
